,UserID,Rew_Subgroup,Category,Phase,Reward_Category,CR,DP,MA,RT,RB,HR,FA
5,60906e3b7f73e47d72dffae6,Reward_Objects,Animal,Ph3,Low Reward,0.39361702127659576,1.9163433931396163,0.5,1419.2062500081956,0.6229978723134687,0.5,0.10638297872340426
0,5d55b7ef6a0f930017202336,Reward_Animals,Animal,Ph1,High Reward,0.8958333333333334,4.41582800006282,0.375,1298.237500000745,-0.534093156488872,1.0,0.10416666666666667
1,5d55b7ef6a0f930017202336,Reward_Animals,Object,Ph1,Low Reward,0.75,3.743765941740147,0.5625,1183.156249997206,0.8259290619223796,0.75,0.0
2,5d55b7ef6a0f930017202336,Reward_Animals,Animal,Ph2,High Reward,0.5833333333333334,2.4188132966900384,0.5625,1252.1562500018626,0.3846925749742136,0.6875,0.10416666666666667
3,5d55b7ef6a0f930017202336,Reward_Animals,Object,Ph2,Low Reward,0.6,3.2809176185115065,0.6875,1203.0125000011176,1.0365003854525205,0.6,0.0
4,5d55b7ef6a0f930017202336,Reward_Animals,Animal,Ph3,High Reward,0.5833333333333334,2.4188132966900384,0.4375,1405.281249997206,0.3846925749742136,0.6875,0.10416666666666667
5,5d55b7ef6a0f930017202336,Reward_Animals,Object,Ph3,Low Reward,0.5,3.011983222826613,0.4375,1326.5062499977648,1.1631739370204204,0.5,0.0
0,5bec8599fdf8c50001d0d329,Reward_Objects,Object,Ph1,High Reward,0.625,2.4463255344699255,0.5,2485.0499999970198,-0.0,0.8125,0.1875
1,5bec8599fdf8c50001d0d329,Reward_Objects,Animal,Ph1,Low Reward,0.5625,2.2330493777156364,0.625,2301.506249971688,0.10632840441139713,0.75,0.1875
2,5bec8599fdf8c50001d0d329,Reward_Objects,Object,Ph2,High Reward,0.4375,1.8756657721820664,0.6875,2321.3875000029802,0.28425359752725043,0.625,0.1875
3,5bec8599fdf8c50001d0d329,Reward_Objects,Animal,Ph2,Low Reward,0.75,3.1119408600386946,0.625,2232.7000000178814,-0.32348699266683517,0.9375,0.1875
4,5bec8599fdf8c50001d0d329,Reward_Objects,Object,Ph3,High Reward,0.5,2.0470829305597436,0.1875,1760.2812500223517,0.19918507395210322,0.6875,0.1875
5,5bec8599fdf8c50001d0d329,Reward_Objects,Animal,Ph3,Low Reward,0.5625,2.2330493777156364,0.6875,1561.7866666634877,0.10632840441139713,0.75,0.1875
0,60c12d3f31d2d52920914962,Reward_Animals,Animal,Ph1,High Reward,0.4375,1.8325000172457637,0.625,1403.5866666674615,-0.0928566695407061,0.75,0.3125
1,60c12d3f31d2d52920914962,Reward_Animals,Object,Ph1,Low Reward,0.5625,2.5254330357995047,0.375,1413.3062499994412,0.6077405901940856,0.625,0.0625
2,60c12d3f31d2d52920914962,Reward_Animals,Animal,Ph2,High Reward,0.5625,2.310636199407219,0.5625,1246.2312500001863,-0.3307864846306692,0.875,0.3125
3,60c12d3f31d2d52920914962,Reward_Animals,Object,Ph2,Low Reward,0.6875,2.8892477654305453,0.6875,1420.4374999981374,0.4298153970782323,0.75,0.0625
4,60c12d3f31d2d52920914962,Reward_Animals,Animal,Ph3,High Reward,0.5625,2.310636199407219,0.4375,1001.5625,-0.3307864846306692,0.875,0.3125
5,60c12d3f31d2d52920914962,Reward_Animals,Object,Ph3,Low Reward,0.4375,2.205513605193546,0.6875,1002.2937499992549,0.7670602721762732,0.5,0.0625
0,5c029fdcb0175a00012912b8,Reward_Objects,Object,Ph1,High Reward,0.41666666666666663,1.881741010082215,0.375,1286.6625000014901,0.448580883579941,0.5625,0.14583333333333334
1,5c029fdcb0175a00012912b8,Reward_Objects,Animal,Ph1,Low Reward,0.4583333333333333,1.8931079665583326,0.8125,1345.9062500018626,-0.06298373374899191,0.75,0.2916666666666667
2,5c029fdcb0175a00012912b8,Reward_Objects,Object,Ph2,High Reward,0.41666666666666663,1.881741010082215,0.4375,1572.4312499947846,0.448580883579941,0.5625,0.14583333333333334
3,5c029fdcb0175a00012912b8,Reward_Objects,Animal,Ph2,Low Reward,0.2708333333333333,1.3487296813065002,0.25,1616.5374999959022,0.19560579904396358,0.5625,0.2916666666666667
4,5c029fdcb0175a00012912b8,Reward_Objects,Object,Ph3,High Reward,0.47916666666666663,2.0442625858619854,0.625,1452.2562500033528,0.3679165439028388,0.625,0.14583333333333334
5,5c029fdcb0175a00012912b8,Reward_Objects,Animal,Ph3,Low Reward,0.4583333333333333,1.8931079665583326,0.4375,1620.1562500018626,-0.06298373374899191,0.75,0.2916666666666667
0,5ef660beebde2833d8492e58,Reward_Animals,Animal,Ph1,High Reward,0.3958333333333333,2.245777542403553,0.625,2133.8750000018626,0.9444875403662079,0.4375,0.041666666666666664
1,5ef660beebde2833d8492e58,Reward_Animals,Object,Ph1,Low Reward,0.5416666666666666,2.373311575665766,0.3125,2405.88125000149,0.5321773815681314,0.625,0.08333333333333333
2,5ef660beebde2833d8492e58,Reward_Animals,Animal,Ph2,High Reward,0.2708333333333333,1.9132039170522817,0.5625,2484.387499999255,1.1102204036184573,0.3125,0.041666666666666664
3,5ef660beebde2833d8492e58,Reward_Animals,Object,Ph2,Low Reward,0.6666666666666666,2.73355815581482,0.5625,2383.1249999981374,0.3542521884522782,0.75,0.08333333333333333
4,5ef660beebde2833d8492e58,Reward_Animals,Animal,Ph3,High Reward,0.4583333333333333,2.403464963960162,0.3125,1687.2437500022352,0.8658321980611225,0.5,0.041666666666666664
5,5ef660beebde2833d8492e58,Reward_Animals,Object,Ph3,Low Reward,0.5416666666666666,2.373311575665766,0.625,1839.3624999988824,0.5321773815681314,0.625,0.08333333333333333
0,5f840a58ecaa8b0008d03f8d,Reward_Animals,Animal,Ph1,High Reward,0.4166666666666667,2.0541759984586725,0.4375,1983.6574999999848,0.691497063550319,0.5,0.08333333333333333
1,5f840a58ecaa8b0008d03f8d,Reward_Animals,Object,Ph1,Low Reward,0.225,1.77687249618407,0.5625,1729.5846666666466,1.1772950596661664,0.26666666666666666,0.041666666666666664
2,5f840a58ecaa8b0008d03f8d,Reward_Animals,Animal,Ph2,High Reward,0.3541666666666667,1.8958107216137992,0.5625,1358.157187499979,0.7701524058554043,0.4375,0.08333333333333333
3,5f840a58ecaa8b0008d03f8d,Reward_Animals,Object,Ph2,Low Reward,0.20833333333333334,1.7239333579536826,0.5,1408.282812499936,1.2030770731591633,0.25,0.041666666666666664
4,5f840a58ecaa8b0008d03f8d,Reward_Animals,Animal,Ph3,High Reward,0.4791666666666667,2.211702127623286,0.5625,1399.4168749999953,0.6128417212452337,0.5625,0.08333333333333333
5,5f840a58ecaa8b0008d03f8d,Reward_Animals,Object,Ph3,Low Reward,0.20833333333333334,1.7239333579536826,0.6875,1749.0546875000073,1.2030770731591633,0.25,0.041666666666666664
