UserID,Condition,Value
5aeaee620ef2f20001859359,DP Ph2 Unrew,2.825750898747606
5aeaee620ef2f20001859359,Memory Test RT,2413.848333335668
5aeaee620ef2f20001859359,Memory Certainty Count,"0.0     33
12.0    23
24.0    35
48.0    53
60.0    44
72.0    52
Name: response, dtype: int64"
5aeaee620ef2f20001859359,Memory Certainty Count Correct,"0.0     33
12.0    22
24.0    21
48.0    33
60.0    32
72.0    40
Name: response, dtype: int64"
5aeaee620ef2f20001859359,Rewarded Category,Object
5aeaee620ef2f20001859359,End Survey,"{""Q0"":""I was not expecting it at all"",""Q1"":""When I did the task yesterday, I tried to memorise certain shapes or blocks of colour for a faster response, so sometimes I remembered these. Other times, I remember thinking funny things about items/animals, so that enhanced memory"",""Q2"":""5""}"
5f0b062853f8960008793934,Overall PC,0.7791666666666667
5f0b062853f8960008793934,Bonus,5.25
5f0b062853f8960008793934,Rew Match Accuracy,0.9666666666666667
5f0b062853f8960008793934,Unrew Match Accuracy,0.9666666666666667
5f0b062853f8960008793934,CR Overall,0.5583333333333333
5f0b062853f8960008793934,CR Overall Rew,0.5666666666666667
5f0b062853f8960008793934,CR Overall Unrew,0.5499999999999999
5f0b062853f8960008793934,CR Ph1 Rew,0.6166666666666667
5f0b062853f8960008793934,CR Ph1 Unrew,0.4833333333333333
5f0b062853f8960008793934,CR Ph2 Rew,0.5166666666666666
5f0b062853f8960008793934,CR Ph2 Unrew,0.6166666666666667
5f0b062853f8960008793934,DP Overall,2.236597631510259
5f0b062853f8960008793934,DP Overall Rew,2.2808634665257896
5f0b062853f8960008793934,DP Overall Unrew,2.1970478315312136
5f0b062853f8960008793934,DP Ph1 Rew,2.436318388336586
5f0b062853f8960008793934,DP Ph1 Unrew,2.004450534819871
5f0b062853f8960008793934,DP Ph2 Rew,2.1385007257781896
5f0b062853f8960008793934,DP Ph2 Unrew,2.41621808549111
5f0b062853f8960008793934,Memory Test RT,2844.8516666561363
5f0b062853f8960008793934,Memory Certainty Count,"0.0     45
12.0    27
24.0    35
48.0    60
60.0    58
72.0    15
Name: response, dtype: int64"
5f0b062853f8960008793934,Memory Certainty Count Correct,"0.0     43
12.0    23
24.0    21
48.0    37
60.0    50
72.0    13
Name: response, dtype: int64"
5f0b062853f8960008793934,Rewarded Category,Object
5f0b062853f8960008793934,End Survey,"{""Q0"":""Quite surprused"",""Q1"":""Trying to remember what pictures looked familiar"",""Q2"":""4""}"
5c5b50e8fbf35700018c8dde,Overall PC,0.9
5c5b50e8fbf35700018c8dde,Bonus,5
5c5b50e8fbf35700018c8dde,Rew Match Accuracy,0.9666666666666667
5c5b50e8fbf35700018c8dde,Unrew Match Accuracy,0.8333333333333334
5c5b50e8fbf35700018c8dde,CR Overall,0.8
5c5b50e8fbf35700018c8dde,CR Overall Rew,0.75
5c5b50e8fbf35700018c8dde,CR Overall Unrew,0.85
5c5b50e8fbf35700018c8dde,CR Ph1 Rew,0.7166666666666667
5c5b50e8fbf35700018c8dde,CR Ph1 Unrew,0.85
5c5b50e8fbf35700018c8dde,CR Ph2 Rew,0.7833333333333333
5c5b50e8fbf35700018c8dde,CR Ph2 Unrew,0.85
5c5b50e8fbf35700018c8dde,DP Overall,3.315559672704121
5c5b50e8fbf35700018c8dde,DP Overall Rew,2.9871057208418286
5c5b50e8fbf35700018c8dde,DP Overall Unrew,4.013896800907058
5c5b50e8fbf35700018c8dde,DP Ph1 Rew,2.8381669825234552
5c5b50e8fbf35700018c8dde,DP Ph1 Unrew,4.013896800907058
5c5b50e8fbf35700018c8dde,DP Ph2 Rew,3.167209410623692
5c5b50e8fbf35700018c8dde,DP Ph2 Unrew,4.013896800907058
5c5b50e8fbf35700018c8dde,Memory Test RT,2962.766666666666
5c5b50e8fbf35700018c8dde,Memory Certainty Count,"0.0     66
12.0    21
24.0    25
48.0    44
60.0    41
72.0    43
Name: response, dtype: int64"
5c5b50e8fbf35700018c8dde,Memory Certainty Count Correct,"0.0     65
12.0    21
24.0    18
48.0    36
60.0    33
72.0    43
Name: response, dtype: int64"
5c5b50e8fbf35700018c8dde,Rewarded Category,Object
5c5b50e8fbf35700018c8dde,End Survey,"{""Q0"":""I was surprised by how certain I was on some things, whereas other things felt a lot harder to be sure of."",""Q1"":""I just tried to remember it to be honest!"",""Q2"":""5""}"
61670855a4865f370849daf6,Overall PC,0.8958333333333334
61670855a4865f370849daf6,Bonus,5.25
61670855a4865f370849daf6,Rew Match Accuracy,0.9333333333333333
61670855a4865f370849daf6,Unrew Match Accuracy,0.9333333333333333
61670855a4865f370849daf6,CR Overall,0.7916666666666666
61670855a4865f370849daf6,CR Overall Rew,0.7166666666666667
61670855a4865f370849daf6,CR Overall Unrew,0.8666666666666667
61670855a4865f370849daf6,CR Ph1 Rew,0.6666666666666667
61670855a4865f370849daf6,CR Ph1 Unrew,0.8666666666666667
61670855a4865f370849daf6,CR Ph2 Rew,0.7666666666666667
61670855a4865f370849daf6,CR Ph2 Unrew,0.8666666666666667
61670855a4865f370849daf6,DP Overall,3.219467058639138
61670855a4865f370849daf6,DP Overall Rew,2.825750898747606
61670855a4865f370849daf6,DP Overall Unrew,3.87314838603376
61670855a4865f370849daf6,DP Ph1 Rew,2.6263699198863075
61670855a4865f370849daf6,DP Ph1 Unrew,3.87314838603376
61670855a4865f370849daf6,DP Ph2 Rew,3.0813615633194096
61670855a4865f370849daf6,DP Ph2 Unrew,3.87314838603376
61670855a4865f370849daf6,Memory Test RT,2881.695416545868
61670855a4865f370849daf6,Memory Certainty Count,"0.0     66
12.0    25
24.0    32
48.0    26
60.0    32
72.0    59
Name: response, dtype: int64"
61670855a4865f370849daf6,Memory Certainty Count Correct,"0.0     65
12.0    23
24.0    21
48.0    22
60.0    27
72.0    57
Name: response, dtype: int64"
61670855a4865f370849daf6,Rewarded Category,Animal
61670855a4865f370849daf6,End Survey,"{""Q0"":""very surprised"",""Q1"":""purely just asking myself if i'd seen it yesterday (using my picture meory)"",""Q2"":""4""}"
60e744c0fee95a255b7b3b7c,Overall PC,0.775
60e744c0fee95a255b7b3b7c,Bonus,0.25
60e744c0fee95a255b7b3b7c,Rew Match Accuracy,0.8333333333333334
60e744c0fee95a255b7b3b7c,Unrew Match Accuracy,0.9666666666666667
60e744c0fee95a255b7b3b7c,CR Overall,0.55
60e744c0fee95a255b7b3b7c,CR Overall Rew,0.5166666666666667
60e744c0fee95a255b7b3b7c,CR Overall Unrew,0.5833333333333333
60e744c0fee95a255b7b3b7c,CR Ph1 Rew,0.5166666666666667
60e744c0fee95a255b7b3b7c,CR Ph1 Unrew,0.44999999999999996
60e744c0fee95a255b7b3b7c,CR Ph2 Rew,0.5166666666666667
60e744c0fee95a255b7b3b7c,CR Ph2 Unrew,0.7166666666666667
60e744c0fee95a255b7b3b7c,DP Overall,2.182791189391754
60e744c0fee95a255b7b3b7c,DP Overall Rew,2.085849607436772
60e744c0fee95a255b7b3b7c,DP Overall Unrew,2.3309126172067214
60e744c0fee95a255b7b3b7c,DP Ph1 Rew,2.085849607436772
60e744c0fee95a255b7b3b7c,DP Ph1 Unrew,1.9605051793114747
60e744c0fee95a255b7b3b7c,DP Ph2 Rew,2.085849607436772
60e744c0fee95a255b7b3b7c,DP Ph2 Unrew,2.825750898747606
60e744c0fee95a255b7b3b7c,Memory Test RT,3197.777500002086
60e744c0fee95a255b7b3b7c,Memory Certainty Count,"0.0      88
12.0     16
24.0     14
48.0      5
60.0     15
72.0    102
Name: response, dtype: int64"
60e744c0fee95a255b7b3b7c,Memory Certainty Count Correct,"0.0     77
12.0     9
24.0     6
48.0     4
60.0     7
72.0    83
Name: response, dtype: int64"
60e744c0fee95a255b7b3b7c,Rewarded Category,Animal
60e744c0fee95a255b7b3b7c,End Survey,"{""Q0"":""i was expecting it to be some form of memory recall"",""Q1"":""i said out loud what each picture was on day 1 to try lodge it in my brain"",""Q2"":""5""}"
615d74e5910ab5aa13e15292,Overall PC,0.8708333333333333
615d74e5910ab5aa13e15292,Bonus,0
615d74e5910ab5aa13e15292,Rew Match Accuracy,0.8333333333333334
615d74e5910ab5aa13e15292,Unrew Match Accuracy,0.8666666666666667
615d74e5910ab5aa13e15292,CR Overall,0.7416666666666667
615d74e5910ab5aa13e15292,CR Overall Rew,0.8333333333333334
615d74e5910ab5aa13e15292,CR Overall Unrew,0.65
615d74e5910ab5aa13e15292,CR Ph1 Rew,0.8333333333333334
615d74e5910ab5aa13e15292,CR Ph1 Unrew,0.6833333333333333
615d74e5910ab5aa13e15292,CR Ph2 Rew,0.8333333333333334
615d74e5910ab5aa13e15292,CR Ph2 Unrew,0.6166666666666667
615d74e5910ab5aa13e15292,DP Overall,3.060844680237595
615d74e5910ab5aa13e15292,DP Overall Rew,3.5014603355953744
615d74e5910ab5aa13e15292,DP Overall Unrew,2.7505344907139335
615d74e5910ab5aa13e15292,DP Ph1 Rew,3.5014603355953744
615d74e5910ab5aa13e15292,DP Ph1 Unrew,3.0967321639766863
615d74e5910ab5aa13e15292,DP Ph2 Rew,3.5014603355953744
615d74e5910ab5aa13e15292,DP Ph2 Unrew,2.527210198645396
615d74e5910ab5aa13e15292,Memory Test RT,3676.008333333333
615d74e5910ab5aa13e15292,Memory Certainty Count,"0.0     108
12.0     17
24.0     10
48.0     16
60.0     18
72.0     71
Name: response, dtype: int64"
615d74e5910ab5aa13e15292,Memory Certainty Count Correct,"0.0     101
12.0      8
24.0      3
48.0     14
60.0     16
72.0     67
Name: response, dtype: int64"
615d74e5910ab5aa13e15292,Rewarded Category,Object
615d74e5910ab5aa13e15292,End Survey,"{""Q0"":""quite surprised"",""Q1"":""just if i remembered them"",""Q2"":""3""}"
615714bae6480413c20d5799,Overall PC,0.8333333333333334
615714bae6480413c20d5799,Bonus,5.25
615714bae6480413c20d5799,Rew Match Accuracy,0.9333333333333333
615714bae6480413c20d5799,Unrew Match Accuracy,1.0
615714bae6480413c20d5799,CR Overall,0.6666666666666666
615714bae6480413c20d5799,CR Overall Rew,0.6499999999999999
615714bae6480413c20d5799,CR Overall Unrew,0.6833333333333333
615714bae6480413c20d5799,CR Ph1 Rew,0.6333333333333333
615714bae6480413c20d5799,CR Ph1 Unrew,0.6833333333333333
615714bae6480413c20d5799,CR Ph2 Rew,0.6666666666666667
615714bae6480413c20d5799,CR Ph2 Unrew,0.6833333333333333
615714bae6480413c20d5799,DP Overall,2.706992958200105
615714bae6480413c20d5799,DP Overall Rew,3.2584442119643873
615714bae6480413c20d5799,DP Overall Unrew,2.6787583537892585
615714bae6480413c20d5799,DP Ph1 Rew,2.9474909362588666
615714bae6480413c20d5799,DP Ph1 Unrew,2.6787583537892585
615714bae6480413c20d5799,DP Ph2 Rew,3.4734243892848595
615714bae6480413c20d5799,DP Ph2 Unrew,2.6787583537892585
615714bae6480413c20d5799,Memory Test RT,3623.679166666667
615714bae6480413c20d5799,Memory Certainty Count,"0.0     80
12.0    30
24.0    28
48.0    81
60.0    20
72.0     1
Name: response, dtype: int64"
615714bae6480413c20d5799,Memory Certainty Count Correct,"0.0     78
12.0    19
24.0    12
48.0    72
60.0    18
72.0     1
Name: response, dtype: int64"
615714bae6480413c20d5799,Rewarded Category,Object
615714bae6480413c20d5799,End Survey,"{""Q0"":""A little"",""Q1"":""Tried to remember whether I had any thoughts or associations of the picture from yesterday"",""Q2"":""4""}"
61583e5838de2383e5d85e8e,Overall PC,0.8075313807531381
61583e5838de2383e5d85e8e,Bonus,5.25
61583e5838de2383e5d85e8e,Rew Match Accuracy,0.9
61583e5838de2383e5d85e8e,Unrew Match Accuracy,0.9
61583e5838de2383e5d85e8e,CR Overall,0.6159663865546218
61583e5838de2383e5d85e8e,CR Overall Rew,0.5830508474576271
