,UserID,Rew_Subgroup,Category,Phase,Reward_Category,CR,DP,MA,RT,RB,HR,FA
2,5f4c91ba4739668bccaa0d13,Reward_Animals,Animal,Ph2,High Reward,0.5166666666666666,2.1385007257781896,0.8666666666666667,451.48148148148147,0.3028530450991662,0.6666666666666666,0.15
3,5f4c91ba4739668bccaa0d13,Reward_Animals,Object,Ph2,Low Reward,0.6,2.605470446029933,0.8333333333333334,471.96153846153845,0.5351793233742838,0.6666666666666666,0.06666666666666667
0,616d3d7cbf9e78d1a6e3219e,Reward_Animals,Animal,Ph1,High Reward,0.6824858757062147,2.942255880650355,0.9,415.17777777801234,0.5068829617316555,0.7333333333333333,0.05084745762711865
1,616d3d7cbf9e78d1a6e3219e,Reward_Animals,Object,Ph1,Low Reward,0.8491525423728814,3.6514224719422685,0.9,414.4724137933347,0.17757004056439918,0.9,0.05084745762711865
2,616d3d7cbf9e78d1a6e3219e,Reward_Animals,Animal,Ph2,High Reward,0.6824858757062147,2.942255880650355,0.9333333333333333,428.18275862052263,0.5068829617316555,0.7333333333333333,0.05084745762711865
3,616d3d7cbf9e78d1a6e3219e,Reward_Animals,Object,Ph2,Low Reward,0.7767387492694331,3.2827094939137624,0.9333333333333333,436.686666666468,0.3460110276394615,0.8275862068965517,0.05084745762711865
0,5c6bfbfc4cd4200001687ebc,Reward_Animals,Animal,Ph1,High Reward,0.5457627118644068,2.1742073667509456,0.8666666666666667,425.2592592592474,-0.09020322068579995,0.8,0.2542372881355932
1,5c6bfbfc4cd4200001687ebc,Reward_Animals,Object,Ph1,Low Reward,0.6166666666666666,2.4870668715196786,0.8666666666666667,398.96296296297913,0.2844452242356535,0.7333333333333333,0.11666666666666667
2,5c6bfbfc4cd4200001687ebc,Reward_Animals,Animal,Ph2,High Reward,0.5457627118644068,2.1742073667509456,0.9333333333333333,403.9666666666511,-0.09020322068579995,0.8,0.2542372881355932
3,5c6bfbfc4cd4200001687ebc,Reward_Animals,Object,Ph2,Low Reward,0.40057471264367817,1.905280109862576,0.9,414.39285714287377,0.5742924902642886,0.5172413793103449,0.11666666666666667
0,613b0b6df72be83b35d16c6c,Reward_Animals,Animal,Ph1,High Reward,0.32183908045977005,1.4851404508995592,0.9333333333333333,422.92068964654004,-0.015702115972953123,0.6666666666666666,0.3448275862068966
1,613b0b6df72be83b35d16c6c,Reward_Animals,Object,Ph1,Low Reward,0.3181818181818181,1.4798112993098087,0.9333333333333333,454.4607142891203,-0.11184572906656037,0.7,0.38181818181818183
2,613b0b6df72be83b35d16c6c,Reward_Animals,Animal,Ph2,High Reward,0.15517241379310343,0.9771689637986468,0.9,453.0750000072377,0.1996615336747756,0.5,0.3448275862068966
3,613b0b6df72be83b35d16c6c,Reward_Animals,Object,Ph2,Low Reward,0.11818181818181817,0.8378726542103215,0.9,424.0206896539392,0.15035452728745996,0.5,0.38181818181818183
0,5ede8dcc0c12011138e3b98d,Reward_Animals,Animal,Ph1,High Reward,0.32183908045977005,1.4851404508995592,0.8333333333333334,452.8680000001192,-0.015702115972953123,0.6666666666666666,0.3448275862068966
1,5ede8dcc0c12011138e3b98d,Reward_Animals,Object,Ph1,Low Reward,0.35000000000000003,1.600341699999818,0.9666666666666667,439.8000000001028,-0.25874244831685983,0.7666666666666667,0.4166666666666667
2,5ede8dcc0c12011138e3b98d,Reward_Animals,Animal,Ph2,High Reward,0.1218390804597701,0.8600246286866914,0.8333333333333334,434.7880000000447,0.24148740062834015,0.4666666666666667,0.3448275862068966
3,5ede8dcc0c12011138e3b98d,Reward_Animals,Object,Ph2,Low Reward,0.38333333333333336,1.7186515543763996,0.7666666666666667,479.1869565218525,-0.3155964196624948,0.8,0.4166666666666667
0,616d3b14f8c601f7bc77a159,Reward_Objects,Object,Ph1,High Reward,0.49999999999999994,2.0371480742175563,0.9333333333333333,377.5275862070507,0.15861036043243676,0.7,0.2
1,616d3b14f8c601f7bc77a159,Reward_Objects,Animal,Ph1,Low Reward,0.05932203389830509,0.5795562829588958,0.9333333333333333,402.0034482751427,0.07462527582790156,0.5,0.4406779661016949
2,616d3b14f8c601f7bc77a159,Reward_Objects,Object,Ph2,High Reward,0.2,1.213685353443194,0.9333333333333333,393.79999999975166,0.547484168354357,0.4,0.2
3,616d3b14f8c601f7bc77a159,Reward_Objects,Animal,Ph2,Low Reward,-0.007344632768361559,-0.2016276460840691,0.9333333333333333,385.3034482762731,0.1585722782219543,0.43333333333333335,0.4406779661016949
0,5c73d77c4b6251000107a5c2,Reward_Animals,Animal,Ph1,High Reward,0.4,2.3375904842718476,0.9333333333333333,446.4333333333421,1.00090432030201,0.43333333333333335,0.03333333333333333
1,5c73d77c4b6251000107a5c2,Reward_Animals,Object,Ph1,Low Reward,0.3813559322033898,1.8513283777043914,0.9666666666666667,430.55172413792,0.590896135174559,0.5,0.11864406779661017
2,5c73d77c4b6251000107a5c2,Reward_Animals,Animal,Ph2,High Reward,0.1,1.3680742374216344,0.9333333333333333,426.58620689655976,1.47234312622635,0.13333333333333333,0.03333333333333333
3,5c73d77c4b6251000107a5c2,Reward_Animals,Object,Ph2,Low Reward,0.31468926553672316,1.679206543772137,0.9,446.4999999999917,0.6748431375686117,0.43333333333333335,0.11864406779661017
0,5f38251e3cec500d267efb92,Reward_Objects,Object,Ph1,High Reward,0.8666666666666667,3.87314838603376,1.0,353.19333335161207,0.27618153513565713,0.9,0.03333333333333333
1,5f38251e3cec500d267efb92,Reward_Objects,Animal,Ph1,Low Reward,0.7666666666666667,3.1620413449589653,0.9,352.6466666658719,-0.2668321899711619,0.9333333333333333,0.16666666666666666
2,5f38251e3cec500d267efb92,Reward_Objects,Object,Ph2,High Reward,0.5666666666666667,2.764082703734077,0.9,397.9814814726512,0.7902837663400575,0.6,0.03333333333333333
3,5f38251e3cec500d267efb92,Reward_Objects,Animal,Ph2,Low Reward,0.4666666666666667,1.9789640461663862,0.9666666666666667,391.044827592784,0.3133633695069528,0.6333333333333333,0.16666666666666666
0,6050835a7dbf1e0d8bef47d0,Reward_Objects,Object,Ph1,High Reward,0.25,1.4341857934875735,0.9,457.35714285714283,0.6448902463147947,0.4,0.15
1,6050835a7dbf1e0d8bef47d0,Reward_Objects,Animal,Ph1,Low Reward,0.280225988700565,1.460690944452439,0.9333333333333333,438.8965517241379,0.48737043197061936,0.4666666666666667,0.1864406779661017
2,6050835a7dbf1e0d8bef47d0,Reward_Objects,Object,Ph2,High Reward,0.25,1.4341857934875735,0.8666666666666667,476.62068965517244,0.6448902463147947,0.4,0.15
3,6050835a7dbf1e0d8bef47d0,Reward_Objects,Animal,Ph2,Low Reward,0.4135593220338983,1.8133273387822832,0.9,435.4074074074074,0.3188710134491549,0.6,0.1864406779661017
0,61519eceaf231230643bf336,Reward_Animals,Animal,Ph1,High Reward,0.2333333333333334,1.4199460580856271,0.9333333333333333,413.30714285722934,-0.7257332218622904,0.8666666666666667,0.6333333333333333
1,61519eceaf231230643bf336,Reward_Animals,Object,Ph1,Low Reward,0.280225988700565,1.460690944452439,0.9666666666666667,433.8379310346048,0.48737043197061936,0.4666666666666667,0.1864406779661017
2,61519eceaf231230643bf336,Reward_Animals,Animal,Ph2,High Reward,0.1523809523809524,1.044954814704301,0.8333333333333334,442.54800000000745,-0.566166717415585,0.7857142857142857,0.6333333333333333
3,61519eceaf231230643bf336,Reward_Animals,Object,Ph2,Low Reward,0.3135593220338983,1.5504270818311023,0.7,447.60000000009313,0.4455445650170548,0.5,0.1864406779661017
0,5e767c26e8230d1f2008f024,Reward_Animals,Animal,Ph1,High Reward,0.65,2.567415356778341,0.9666666666666667,391.9800000000745,-0.16363562062350562,0.8666666666666667,0.21666666666666667
1,5e767c26e8230d1f2008f024,Reward_Animals,Object,Ph1,Low Reward,0.41666666666666663,1.7926750056977332,1.0,397.7833333335817,0.22140277415098936,0.6333333333333333,0.21666666666666667
2,5e767c26e8230d1f2008f024,Reward_Animals,Animal,Ph2,High Reward,0.5833333333333334,2.2966073957222215,0.9333333333333333,387.01666666679085,-0.029060429091570084,0.8,0.21666666666666667
3,5e767c26e8230d1f2008f024,Reward_Animals,Object,Ph2,Low Reward,0.3833333333333333,1.7029612353652794,0.8666666666666667,379.68148148170224,0.2650766361269872,0.6,0.21666666666666667
0,610999781785d28c94cc0ce3,Reward_Objects,Object,Ph1,High Reward,0.49661016949152537,2.0250549773457065,0.8333333333333334,420.85599999427797,0.15258676213689348,0.7,0.2033898305084746
1,610999781785d28c94cc0ce3,Reward_Objects,Animal,Ph1,Low Reward,0.5833333333333334,2.355358263094279,0.9333333333333333,446.01724137519966,-0.26890203407066093,0.8666666666666667,0.2833333333333333
2,610999781785d28c94cc0ce3,Reward_Objects,Object,Ph2,High Reward,0.46327683615819204,1.9307861279553875,0.9,443.99999996467875,0.1994233688431851,0.6666666666666666,0.2033898305084746
3,610999781785d28c94cc0ce3,Reward_Objects,Animal,Ph2,Low Reward,0.41666666666666663,1.7652287449028206,1.0,452.1799999992053,0.024283517893711415,0.7,0.2833333333333333
0,614063897682ffe008db09f0,Reward_Objects,Object,Ph1,High Reward,0.3,1.465165242720083,0.9333333333333333,453.50344827591346,0.3221307784872576,0.5333333333333333,0.23333333333333334
1,614063897682ffe008db09f0,Reward_Objects,Animal,Ph1,Low Reward,0.49999999999999994,2.0371480742175563,1.0,446.1966666666791,0.15861036043243676,0.7,0.2
2,614063897682ffe008db09f0,Reward_Objects,Object,Ph2,High Reward,0.26666666666666666,1.3733841251676997,0.7666666666666667,437.02692307689443,0.3639566454408221,0.5,0.23333333333333334
3,614063897682ffe008db09f0,Reward_Objects,Animal,Ph2,Low Reward,0.3,1.4975934557905362,0.8333333333333334,450.3814814813711,0.4208106167864571,0.5,0.2
0,608ac99a4418e6fbfb2be790,Reward_Objects,Object,Ph1,High Reward,0.5666666666666667,2.306675182989952,0.9666666666666667,415.6600000000248,0.29318555196437235,0.7,0.13333333333333333
1,608ac99a4418e6fbfb2be790,Reward_Objects,Animal,Ph1,Low Reward,0.49435028248587576,2.053842606050412,0.9333333333333333,392.82666666675357,-0.2760907026378149,0.8333333333333334,0.3389830508474576
2,608ac99a4418e6fbfb2be790,Reward_Objects,Object,Ph2,High Reward,0.4873563218390805,2.089332021207142,0.9666666666666667,407.5310344827715,0.40173952271781477,0.6206896551724138,0.13333333333333333
3,608ac99a4418e6fbfb2be790,Reward_Objects,Animal,Ph2,Low Reward,0.36101694915254234,1.6017069454676351,0.9666666666666667,424.006666666735,-0.05458017594098466,0.7,0.3389830508474576
0,61432c4d120d522fec8a492f,Reward_Objects,Object,Ph1,High Reward,0.7166666666666667,2.8381669825234552,1.0,334.43333333333334,0.1121973027898468,0.8333333333333334,0.11666666666666667
1,61432c4d120d522fec8a492f,Reward_Objects,Animal,Ph1,Low Reward,0.5833333333333334,2.355358263094279,0.7666666666666667,375.68000000007453,-0.26890203407066093,0.8666666666666667,0.2833333333333333
2,61432c4d120d522fec8a492f,Reward_Objects,Object,Ph2,High Reward,0.4833333333333333,2.1164764362197306,0.8333333333333334,403.4038461535596,0.4692345342727975,0.6,0.11666666666666667
3,61432c4d120d522fec8a492f,Reward_Objects,Animal,Ph2,Low Reward,0.4833333333333334,1.9716822114179762,0.8666666666666667,410.37931034559836,-0.07747287119309043,0.7666666666666667,0.2833333333333333
0,5afc4671bb36f900018ef1fe,Reward_Objects,Object,Ph1,High Reward,0.2457627118644068,1.2982764349090874,0.6,473.7894736842105,0.3306073961006572,0.5,0.2542372881355932
1,5afc4671bb36f900018ef1fe,Reward_Objects,Animal,Ph1,Low Reward,0.09195402298850572,0.792772438549849,0.5666666666666667,490.29411764705884,0.5662999473587089,0.3333333333333333,0.2413793103448276
2,5afc4671bb36f900018ef1fe,Reward_Objects,Object,Ph2,High Reward,0.34576271186440677,1.5752850317032334,0.8666666666666667,484.0740740740741,0.20393384453275734,0.6,0.2542372881355932
3,5afc4671bb36f900018ef1fe,Reward_Objects,Animal,Ph2,Low Reward,0.15147783251231525,1.017791393000626,0.8,505.53846153846155,0.4868763004106106,0.39285714285714285,0.2413793103448276
0,616eb29a56bf18bd39834b77,Reward_Objects,Object,Ph1,High Reward,0.16839080459770112,1.0135547912403253,0.8666666666666667,384.3814814830268,0.08335962747640685,0.5517241379310345,0.38333333333333336
1,616eb29a56bf18bd39834b77,Reward_Objects,Animal,Ph1,Low Reward,0.48079096045197733,2.037412387199648,0.9333333333333333,388.3133333340287,0.342447732020038,0.6333333333333333,0.15254237288135594
2,616eb29a56bf18bd39834b77,Reward_Objects,Object,Ph2,High Reward,0.08333333333333331,0.6978625754107053,0.9,406.2888888893304,0.19019478608351353,0.4666666666666667,0.38333333333333336
3,616eb29a56bf18bd39834b77,Reward_Objects,Animal,Ph2,Low Reward,0.547457627118644,2.2213950059926524,0.9666666666666667,408.8551724131765,0.25059488920991535,0.7,0.15254237288135594
0,614a1be7f1ad0e74e64b14e1,Reward_Objects,Object,Ph1,High Reward,0.8333333333333334,3.5014603355953744,0.9666666666666667,388.2241379312914,0.10976719024971227,0.9,0.06666666666666667
1,614a1be7f1ad0e74e64b14e1,Reward_Objects,Animal,Ph1,Low Reward,0.8649717514124293,3.862261027154711,0.9,363.1068965525463,-0.2809808340658533,0.9666666666666667,0.1016949152542373
2,614a1be7f1ad0e74e64b14e1,Reward_Objects,Object,Ph2,High Reward,0.8,3.315559672704121,0.8666666666666667,380.617241379259,0.19515716470361977,0.8666666666666667,0.06666666666666667
3,614a1be7f1ad0e74e64b14e1,Reward_Objects,Animal,Ph2,Low Reward,0.6983050847457628,2.7911150447152133,0.9666666666666667,383.2200000010431,0.2151658670556469,0.8,0.1016949152542373
0,614832801e7e76fad68d95fb,Reward_Animals,Animal,Ph1,High Reward,0.5333333333333334,2.1271537051208878,0.9,449.22500000681197,-5.551115123125783e-17,0.7666666666666667,0.23333333333333334
1,614832801e7e76fad68d95fb,Reward_Animals,Object,Ph1,Low Reward,0.6000000000000001,2.3669910589066636,0.9666666666666667,441.358620688833,-0.1197541376100284,0.8333333333333334,0.23333333333333334
2,614832801e7e76fad68d95fb,Reward_Animals,Animal,Ph2,High Reward,0.39999999999999997,1.7357029243344464,0.7333333333333333,468.84999999900657,0.19360923189692442,0.6333333333333333,0.23333333333333334
3,614832801e7e76fad68d95fb,Reward_Animals,Object,Ph2,Low Reward,0.4333333333333333,1.827793664796058,0.7,446.71739131471384,0.1485929957930934,0.6666666666666666,0.23333333333333334
